,pageid,text,title,statistics,ml,text_preproc
731,142440,"Climatology (from Greek κλίμα, klima, ""place, zone""; and -λογία, -logia) or climate science is the scientific study of Earth's climate, typically defined as weather conditions averaged over a period of at least 30 years. This modern field of study is regarded as a branch of the atmospheric sciences and a subfield of physical geography, which is one of the Earth sciences. Climatology now includes aspects of oceanography and biogeochemistry.
The main methods employed by climatologists are the analysis of observations and modelling of the physical processes that determine the climate. The main topics of research are the study of climate variability, mechanisms of climate changes and modern climate change. Basic knowledge of climate can be used within shorter term weather forecasting, for instance about climatic cycles such as the El Niño–Southern Oscillation (ENSO), the Madden–Julian oscillation (MJO), the North Atlantic oscillation (NAO), the Arctic oscillation (AO), the Pacific decadal oscillation (PDO), and the Interdecadal Pacific Oscillation (IPO).  
Climate models are used for a variety of purposes from study of the dynamics of the weather and climate system to projections of future climate. Weather is known as the condition of the atmosphere over a period of time, while climate has to do with the atmospheric condition over an extended to indefinite period of time.",Climatology,0,1,"['climatology', 'greek', 'κλίμα', 'klima', 'place', 'zone', 'λογία', 'logia', 'climate', 'science', 'scientific', 'study', 'earths', 'climate', 'typically', 'defined', 'weather', 'conditions', 'averaged', 'period', 'years', 'modern', 'field', 'study', 'regarded', 'branch', 'atmospheric', 'sciences', 'subfield', 'physical', 'geography', 'earth', 'sciences', 'climatology', 'includes', 'aspects', 'oceanography', 'biogeochemistry', 'main', 'methods', 'employed', 'climatologists', 'analysis', 'observations', 'modelling', 'physical', 'processes', 'determine', 'climate', 'main', 'topics', 'study', 'climate', 'variability', 'mechanisms', 'climate', 'modern', 'climate', 'change', 'basic', 'knowledge', 'climate', 'shorter', 'term', 'weather', 'forecasting', 'instance', 'climatic', 'cycles', 'el', 'niñosouthern', 'oscillation', 'enso', 'maddenjulian', 'oscillation', 'mjo', 'north', 'atlantic', 'oscillation', 'nao', 'arctic', 'oscillation', 'ao', 'pacific', 'decadal', 'oscillation', 'pdo', 'interdecadal', 'pacific', 'oscillation', 'ipo', 'climate', 'models', 'variety', 'purposes', 'study', 'dynamics', 'weather', 'climate', 'projections', 'future', 'climate', 'weather', 'condition', 'atmosphere', 'period', 'time', 'climate', 'atmospheric', 'condition', 'extended', 'indefinite', 'period', 'time']"
733,42581062,"Cognitive computing (CC) refers to technology platforms that, broadly speaking, are based on the scientific disciplines of artificial intelligence and signal processing.  These platforms encompass machine learning, reasoning, natural language processing, speech recognition and vision (object recognition), human–computer interaction, dialog and narrative generation, among other technologies.",Cognitive computing,0,1,"['cognitive', 'computing', 'cc', 'refers', 'technology', 'platforms', 'broadly', 'speaking', 'based', 'scientific', 'disciplines', 'artificial', 'intelligence', 'signal', 'processing', 'platforms', 'encompass', 'machine', 'learning', 'reasoning', 'natural', 'language', 'processing', 'speech', 'recognition', 'vision', 'object', 'recognition', 'humancomputer', 'interaction', 'dialog', 'narrative', 'generation', 'technologies']"
734,5739,"In computing, a compiler is a computer program that translates computer code written in one programming language (the source language) into another language (the target language). The name ""compiler"" is primarily used for programs that translate source code from a high-level programming language to a lower level language (e.g. assembly language, object code, or machine code) to create an executable program.: p1 There are many different types of compilers which produce output in different useful forms. A cross-compiler  produces code for a different CPU or operating system than the one on which the cross-compiler itself runs.  A bootstrap compiler is often a temporary compiler, used for compiling a more permanent or better optimised compiler for a language.
Related software include, a program that translates from a low-level language to a higher level one is a decompiler ; a program that translates between high-level languages, usually called a source-to-source compiler or transpiler.  A language rewriter is usually a program that translates the form of expressions without a change of language.  A compiler-compiler is a compiler that produces a compiler (or part of one), often in a generic and reusable way so as to be able to produce many differing compilers.
A compiler is likely to perform some or all of the following operations, often called phases: preprocessing, lexical analysis, parsing, semantic analysis (syntax-directed translation), conversion of input programs to an intermediate representation, code optimization and code generation. Compilers generally implement these phases as modular components, promoting efficient design and correctness of transformations of source input to target output. Program faults caused by incorrect compiler behavior can be very difficult to track down and work around; therefore, compiler implementers invest significant effort to ensure compiler correctness.Compilers are not the only language processor used to transform source programs. An interpreter is computer software that transforms and then executes the indicated operations.: p2  The translation process influences the design of computer languages, which leads to a preference of compilation or interpretation. In theory, a programming language can have both a compiler and an interpreter. In practice, programming languages tend to be associated with just one (a compiler or an interpreter).",Compiler,0,1,"['computing', 'compiler', 'program', 'translates', 'code', 'written', 'programming', 'language', 'source', 'language', 'language', 'target', 'language', 'compiler', 'programs', 'translate', 'source', 'code', 'highlevel', 'programming', 'language', 'level', 'language', 'assembly', 'language', 'object', 'code', 'machine', 'code', 'create', 'executable', 'program', 'types', 'compilers', 'produce', 'output', 'forms', 'crosscompiler', 'produces', 'code', 'cpu', 'operating', 'crosscompiler', 'runs', 'bootstrap', 'compiler', 'temporary', 'compiler', 'compiling', 'permanent', 'optimised', 'compiler', 'language', 'software', 'include', 'program', 'translates', 'lowlevel', 'language', 'higher', 'level', 'decompiler', 'program', 'translates', 'highlevel', 'languages', 'called', 'sourcetosource', 'compiler', 'transpiler', 'language', 'rewriter', 'program', 'translates', 'form', 'expressions', 'change', 'language', 'compilercompiler', 'compiler', 'produces', 'compiler', 'generic', 'reusable', 'produce', 'differing', 'compilers', 'compiler', 'perform', 'operations', 'called', 'phases', 'preprocessing', 'lexical', 'analysis', 'parsing', 'semantic', 'analysis', 'syntaxdirected', 'translation', 'conversion', 'input', 'programs', 'intermediate', 'representation', 'code', 'optimization', 'code', 'generation', 'compilers', 'generally', 'implement', 'phases', 'modular', 'components', 'promoting', 'efficient', 'design', 'correctness', 'transformations', 'source', 'input', 'target', 'output', 'program', 'faults', 'caused', 'incorrect', 'compiler', 'behavior', 'difficult', 'track', 'work', 'compiler', 'implementers', 'invest', 'effort', 'ensure', 'compiler', 'correctnesscompilers', 'language', 'processor', 'transform', 'source', 'programs', 'interpreter', 'software', 'transforms', 'executes', 'operations', 'translation', 'process', 'influences', 'design', 'languages', 'leads', 'preference', 'compilation', 'interpretation', 'theory', 'programming', 'language', 'compiler', 'interpreter', 'practice', 'programming', 'languages', 'tend', 'compiler', 'interpreter']"
735,155414,"Computability theory, also known as recursion theory, is a branch of mathematical logic, computer science, and the theory of computation that originated in the 1930s with the study of computable functions and Turing degrees. The field has since expanded to include the study of generalized computability and definability. In these areas, computability theory overlaps with proof theory and effective descriptive set theory.
Basic questions addressed by computability theory include:

What does it mean for a function on the natural numbers to be computable?
How can noncomputable functions be classified into a hierarchy based on their level of noncomputability?Although there is considerable overlap in terms of knowledge and methods, mathematical computability theorists study the theory of relative computability, reducibility notions, and degree structures; those in the computer science field focus on the theory of subrecursive hierarchies, formal methods, and formal languages.",Computability theory,0,1,"['computability', 'theory', 'recursion', 'theory', 'branch', 'mathematical', 'logic', 'science', 'theory', 'computation', 'originated', 'study', 'computable', 'functions', 'turing', 'degrees', 'field', 'expanded', 'include', 'study', 'generalized', 'computability', 'definability', 'areas', 'computability', 'theory', 'overlaps', 'proof', 'theory', 'effective', 'descriptive', 'set', 'theory', 'basic', 'questions', 'addressed', 'computability', 'theory', 'include', 'function', 'natural', 'numbers', 'computable', 'noncomputable', 'functions', 'classified', 'hierarchy', 'based', 'level', 'noncomputabilityalthough', 'considerable', 'overlap', 'terms', 'knowledge', 'methods', 'mathematical', 'computability', 'theorists', 'study', 'theory', 'relative', 'computability', 'reducibility', 'notions', 'degree', 'structures', 'science', 'field', 'focus', 'theory', 'subrecursive', 'hierarchies', 'formal', 'methods', 'formal', 'languages']"
736,48520204,"Computational anatomy is an interdisciplinary field of biology focused on quantitative investigation and modelling of anatomical shapes variability. It involves the development and application of mathematical, statistical and data-analytical methods for modelling and simulation of biological structures.
The field is broadly defined and includes foundations in anatomy, applied mathematics and pure mathematics, machine learning, computational mechanics, computational science, biological imaging, neuroscience, physics, probability, and statistics; it also has strong connections with fluid mechanics and geometric mechanics. Additionally, it complements newer, interdisciplinary fields like bioinformatics and neuroinformatics in the sense that its interpretation uses metadata derived from the original sensor imaging modalities (of which magnetic resonance imaging is one example). It focuses on the anatomical structures being imaged, rather than the medical imaging devices. It is similar in spirit to the history of computational linguistics, a discipline that focuses on the linguistic structures rather than the sensor acting as the transmission and communication media.
In computational anatomy, the diffeomorphism group is used to study different coordinate systems via coordinate transformations as generated via the Lagrangian and Eulerian velocities of flow in 
  
    
      
        
          
            
              R
            
          
          
            3
          
        
      
    
    {\displaystyle {\mathbb {R} }^{3}}
  . The flows between coordinates in computational anatomy are constrained to be geodesic flows satisfying the principle of least action for the Kinetic energy of the flow. The kinetic energy is defined through a Sobolev smoothness norm with strictly more than two generalized, square-integrable derivatives for each component of the flow velocity, which guarantees that the flows in 
  
    
      
        
          
            R
          
          
            3
          
        
      
    
    {\displaystyle \mathbb {R} ^{3}}
   are diffeomorphisms. 
It also implies that the diffeomorphic shape momentum taken pointwise satisfying the Euler-Lagrange equation for geodesics is determined by its neighbors through spatial derivatives on the velocity field.  This separates the discipline from the case of incompressible fluids for which momentum is a pointwise function of velocity. Computational anatomy intersects the study of Riemannian manifolds and nonlinear global analysis, where groups of diffeomorphisms are the central focus. Emerging high-dimensional theories of shape are central to many studies in computational anatomy, as are questions emerging from the fledgling field of shape statistics.
The metric structures in computational anatomy are related in spirit to morphometrics, with the distinction that Computational anatomy focuses on an infinite-dimensional space of coordinate systems transformed by a diffeomorphism, hence the central use of the terminology diffeomorphometry, the metric space study of coordinate systems via diffeomorphisms.",Computational anatomy,0,1,"['computational', 'anatomy', 'interdisciplinary', 'field', 'biology', 'focused', 'quantitative', 'investigation', 'modelling', 'anatomical', 'shapes', 'variability', 'involves', 'development', 'application', 'mathematical', 'statistical', 'dataanalytical', 'methods', 'modelling', 'simulation', 'biological', 'structures', 'field', 'broadly', 'defined', 'includes', 'foundations', 'anatomy', 'applied', 'mathematics', 'pure', 'mathematics', 'machine', 'learning', 'computational', 'mechanics', 'computational', 'science', 'biological', 'imaging', 'neuroscience', 'physics', 'probability', 'statistics', 'strong', 'connections', 'fluid', 'mechanics', 'geometric', 'mechanics', 'additionally', 'complements', 'newer', 'interdisciplinary', 'fields', 'bioinformatics', 'neuroinformatics', 'sense', 'interpretation', 'metadata', 'derived', 'original', 'sensor', 'imaging', 'modalities', 'magnetic', 'resonance', 'imaging', 'focuses', 'anatomical', 'structures', 'imaged', 'medical', 'imaging', 'devices', 'spirit', 'history', 'computational', 'linguistics', 'discipline', 'focuses', 'linguistic', 'structures', 'sensor', 'acting', 'transmission', 'communication', 'media', 'computational', 'anatomy', 'diffeomorphism', 'group', 'study', 'coordinate', 'systems', 'coordinate', 'transformations', 'generated', 'lagrangian', 'eulerian', 'velocities', 'flow', 'displaystyle', 'mathbb', 'flows', 'coordinates', 'computational', 'anatomy', 'constrained', 'geodesic', 'flows', 'satisfying', 'principle', 'action', 'kinetic', 'energy', 'flow', 'kinetic', 'energy', 'defined', 'sobolev', 'smoothness', 'norm', 'strictly', 'generalized', 'squareintegrable', 'derivatives', 'component', 'flow', 'velocity', 'guarantees', 'flows', 'displaystyle', 'mathbb', 'diffeomorphisms', 'implies', 'diffeomorphic', 'shape', 'momentum', 'pointwise', 'satisfying', 'eulerlagrange', 'equation', 'geodesics', 'determined', 'neighbors', 'spatial', 'derivatives', 'velocity', 'field', 'separates', 'discipline', 'case', 'incompressible', 'fluids', 'momentum', 'pointwise', 'function', 'velocity', 'computational', 'anatomy', 'intersects', 'study', 'riemannian', 'manifolds', 'nonlinear', 'global', 'analysis', 'groups', 'diffeomorphisms', 'central', 'focus', 'emerging', 'highdimensional', 'theories', 'shape', 'central', 'studies', 'computational', 'anatomy', 'questions', 'emerging', 'fledgling', 'field', 'shape', 'statistics', 'metric', 'structures', 'computational', 'anatomy', 'spirit', 'morphometrics', 'distinction', 'computational', 'anatomy', 'focuses', 'infinitedimensional', 'space', 'coordinate', 'systems', 'transformed', 'diffeomorphism', 'central', 'terminology', 'diffeomorphometry', 'metric', 'space', 'study', 'coordinate', 'systems', 'diffeomorphisms']"
738,6019,"Computational chemistry is a branch of chemistry that uses computer simulation to assist in solving chemical problems. It uses methods of theoretical chemistry, incorporated into computer programs, to calculate the structures and properties of molecules, groups of molecules, and solids. It is essential because, apart from relatively recent results concerning the hydrogen molecular ion (dihydrogen cation, see references therein for more details), the quantum many-body problem cannot be solved analytically, much less in closed form.  While computational results normally complement the information obtained by chemical experiments, it can in some cases predict hitherto unobserved chemical phenomena. It is widely used in the design of new drugs and materials.
Examples of such properties are structure (i.e., the expected positions of the constituent atoms), absolute and relative (interaction) energies, electronic charge density distributions, dipoles and higher multipole moments, vibrational frequencies, reactivity, or other spectroscopic quantities, and cross sections for collision with other particles.
The methods used cover both static and dynamic situations. In all cases, the computer time and other resources (such as memory and disk space) increase quickly with the size of the system being studied.  That system can be a molecule, a group of molecules, or a solid.  Computational chemistry methods range from very approximate to highly accurate; the latter is usually feasible for small systems only. Ab initio methods are based entirely on quantum mechanics and basic physical constants. Other methods are called empirical or semi-empirical because they use additional empirical parameters.
Both ab initio and semi-empirical approaches involve approximations.  These range from simplified forms of the first-principles equations that are easier or faster to solve, to approximations limiting the size of the system (for example, periodic boundary conditions), to fundamental approximations to the underlying equations that are required to achieve any solution to them at all.  For example, most ab initio calculations make the Born–Oppenheimer approximation, which greatly simplifies the underlying Schrödinger equation by assuming that the nuclei remain in place during the calculation.  In principle, ab initio methods eventually converge to the exact solution of the underlying equations as the number of approximations is reduced.  In practice, however, it is impossible to eliminate all approximations, and residual error inevitably remains.  The goal of computational chemistry is to minimize this residual error while keeping the calculations tractable.
In some cases, the details of electronic structure are less important than the long-time phase space behavior of molecules. This is the case in conformational studies of proteins and protein-ligand binding thermodynamics. Classical approximations to the potential energy surface are used, typically with molecular mechanics force fields, as they are computationally less intensive than electronic calculations, to enable longer simulations of molecular dynamics. Furthermore, cheminformatics uses even more empirical (and computationally cheaper) methods like machine learning based on physicochemical properties. One typical problem in cheminformatics is to predict the binding affinity of drug molecules to a given target. Other problems include predicting binding specificity, off-target effects, toxicity, and pharmacokinetic properties.

",Computational chemistry,0,1,"['computational', 'chemistry', 'branch', 'chemistry', 'simulation', 'assist', 'solving', 'chemical', 'problems', 'methods', 'theoretical', 'chemistry', 'incorporated', 'programs', 'calculate', 'structures', 'properties', 'molecules', 'groups', 'molecules', 'solids', 'essential', 'hydrogen', 'molecular', 'ion', 'dihydrogen', 'cation', 'references', 'details', 'quantum', 'manybody', 'problem', 'solved', 'analytically', 'closed', 'form', 'computational', 'complement', 'chemical', 'experiments', 'cases', 'predict', 'hitherto', 'unobserved', 'chemical', 'phenomena', 'design', 'drugs', 'materials', 'examples', 'properties', 'structure', 'expected', 'positions', 'constituent', 'atoms', 'absolute', 'relative', 'interaction', 'energies', 'electronic', 'charge', 'density', 'distributions', 'dipoles', 'higher', 'multipole', 'moments', 'vibrational', 'frequencies', 'reactivity', 'spectroscopic', 'quantities', 'cross', 'sections', 'collision', 'particles', 'methods', 'cover', 'static', 'dynamic', 'situations', 'cases', 'time', 'resources', 'memory', 'disk', 'space', 'increase', 'size', 'studied', 'molecule', 'group', 'molecules', 'solid', 'computational', 'chemistry', 'methods', 'range', 'approximate', 'highly', 'accurate', 'feasible', 'small', 'systems', 'ab', 'initio', 'methods', 'based', 'quantum', 'mechanics', 'basic', 'physical', 'constants', 'methods', 'called', 'empirical', 'semiempirical', 'additional', 'empirical', 'parameters', 'ab', 'initio', 'semiempirical', 'approaches', 'involve', 'approximations', 'range', 'simplified', 'forms', 'firstprinciples', 'equations', 'easier', 'faster', 'solve', 'approximations', 'limiting', 'size', 'periodic', 'boundary', 'conditions', 'fundamental', 'approximations', 'underlying', 'equations', 'required', 'achieve', 'solution', 'ab', 'initio', 'calculations', 'bornoppenheimer', 'approximation', 'greatly', 'simplifies', 'underlying', 'schrödinger', 'equation', 'assuming', 'nuclei', 'remain', 'place', 'calculation', 'principle', 'ab', 'initio', 'methods', 'eventually', 'converge', 'exact', 'solution', 'underlying', 'equations', 'number', 'approximations', 'reduced', 'practice', 'impossible', 'eliminate', 'approximations', 'residual', 'error', 'inevitably', 'remains', 'goal', 'computational', 'chemistry', 'minimize', 'residual', 'error', 'keeping', 'calculations', 'tractable', 'cases', 'details', 'electronic', 'structure', 'longtime', 'phase', 'space', 'behavior', 'molecules', 'case', 'conformational', 'studies', 'proteins', 'proteinligand', 'binding', 'thermodynamics', 'classical', 'approximations', 'potential', 'energy', 'surface', 'typically', 'molecular', 'mechanics', 'force', 'fields', 'computationally', 'intensive', 'electronic', 'calculations', 'enable', 'longer', 'simulations', 'molecular', 'dynamics', 'cheminformatics', 'empirical', 'computationally', 'cheaper', 'methods', 'machine', 'learning', 'based', 'physicochemical', 'properties', 'typical', 'problem', 'cheminformatics', 'predict', 'binding', 'affinity', 'drug', 'molecules', 'target', 'problems', 'include', 'predicting', 'binding', 'specificity', 'offtarget', 'effects', 'toxicity', 'pharmacokinetic', 'properties']"
740,1420447,"Computational Economics is an interdisciplinary research discipline that involves computer science, economics, and management science.  This subject encompasses computational modeling of economic systems. Some of these areas are unique, while others established areas of economics by allowing robust data analytics and solutions of problems that would be arduous to research without computers and associated numerical methods.Computational methods have been applied in various fields of economics research, including but not limiting to:   
Econometrics: Non-parametric approaches, Semi-parametric approaches, and Machine Learning.
Dynamic Systems Modeling: Optimization, Dynamic stochastic general equilibrium modeling, and Agent-based modeling.

",Computational economics,0,1,"['computational', 'economics', 'interdisciplinary', 'discipline', 'involves', 'science', 'economics', 'management', 'science', 'subject', 'encompasses', 'computational', 'modeling', 'economic', 'systems', 'areas', 'unique', 'established', 'areas', 'economics', 'allowing', 'robust', 'data', 'analytics', 'solutions', 'problems', 'arduous', 'computers', 'numerical', 'methodscomputational', 'methods', 'applied', 'fields', 'economics', 'including', 'limiting', 'econometrics', 'nonparametric', 'approaches', 'semiparametric', 'approaches', 'machine', 'learning', 'dynamic', 'systems', 'modeling', 'optimization', 'dynamic', 'stochastic', 'general', 'equilibrium', 'modeling', 'agentbased', 'modeling']"
741,7948184,"Computational science and engineering (CSE) is a relatively new discipline that deals with the development and application of computational models and simulations, often coupled with high-performance computing, to solve complex physical problems arising in engineering analysis and design (computational engineering) as well as natural phenomena (computational science). CSE has been described as the ""third mode of discovery"" (next to theory and experimentation).In many fields, computer simulation is essential to business and research. Computer simulation provides the capability to enter fields that are either inaccessible to traditional experimentation or where carrying out traditional empirical inquiries is prohibitively expensive. CSE should neither be confused with pure computer science, nor with computer engineering, although a wide domain in the former is used in CSE (e.g., certain algorithms, data structures, parallel programming, high performance computing) and some problems in the latter can be modeled and solved with CSE methods (as an application area).
It is typically offered as a masters or doctorate program.",Computational engineering,0,1,"['computational', 'science', 'engineering', 'cse', 'discipline', 'deals', 'development', 'application', 'computational', 'models', 'simulations', 'coupled', 'highperformance', 'computing', 'solve', 'complex', 'physical', 'problems', 'arising', 'engineering', 'analysis', 'design', 'computational', 'engineering', 'natural', 'phenomena', 'computational', 'science', 'cse', 'mode', 'discovery', 'theory', 'experimentationin', 'fields', 'simulation', 'essential', 'business', 'simulation', 'capability', 'enter', 'fields', 'inaccessible', 'traditional', 'experimentation', 'carrying', 'traditional', 'empirical', 'inquiries', 'prohibitively', 'expensive', 'cse', 'confused', 'pure', 'science', 'engineering', 'wide', 'domain', 'cse', 'algorithms', 'data', 'structures', 'parallel', 'programming', 'high', 'performance', 'computing', 'problems', 'modeled', 'solved', 'cse', 'methods', 'application', 'area', 'typically', 'offered', 'masters', 'doctorate', 'program']"
742,176927,"Computational geometry is a branch of computer science devoted to the study of algorithms which can be stated in terms of geometry. Some purely geometrical problems arise out of the study of computational geometric algorithms, and such problems are also considered to be part of computational geometry. While modern computational geometry is a recent development, it is one of the oldest fields of computing with a history stretching back to antiquity.
Computational complexity is central to computational geometry, with great practical significance if algorithms are used on very large datasets containing tens or hundreds of millions of points. For such sets, the difference between O(n2) and O(n log n) may be the difference between days and seconds of computation.
The main impetus for the development of computational geometry as a discipline was progress in computer graphics and computer-aided design and manufacturing (CAD/CAM), but many problems in computational geometry are classical in nature, and may come from mathematical visualization.
Other important applications of computational geometry include robotics (motion planning and visibility problems), geographic information systems (GIS) (geometrical location and search, route planning), integrated circuit design (IC geometry design and verification), computer-aided engineering (CAE) (mesh generation), and computer vision (3D reconstruction).
The main branches of computational geometry are:

Combinatorial computational geometry, also called algorithmic geometry, which deals with geometric objects as discrete entities. A groundlaying book in the subject by Preparata and Shamos dates the first use of the term ""computational geometry"" in this sense by 1975.
Numerical computational geometry, also called machine geometry, computer-aided geometric design (CAGD), or geometric modeling, which deals primarily with representing real-world objects in forms suitable for computer computations in CAD/CAM systems. This branch may be seen as a further development of descriptive geometry and is often considered a branch of computer graphics or CAD. The term ""computational geometry"" in this meaning has been in use since 1971.Although most algorithms of computational geometry have been developed (and are being developed) for electronic computers, some algorithms were developed for unconventional computers (e.g. optical computers )",Computational geometry,0,1,"['computational', 'geometry', 'branch', 'science', 'devoted', 'study', 'algorithms', 'stated', 'terms', 'geometry', 'purely', 'geometrical', 'problems', 'study', 'computational', 'geometric', 'algorithms', 'problems', 'considered', 'computational', 'geometry', 'modern', 'computational', 'geometry', 'development', 'oldest', 'fields', 'computing', 'history', 'stretching', 'antiquity', 'computational', 'complexity', 'central', 'computational', 'geometry', 'great', 'practical', 'significance', 'algorithms', 'large', 'datasets', 'tens', 'hundreds', 'millions', 'points', 'sets', 'difference', 'log', 'difference', 'days', 'seconds', 'computation', 'main', 'impetus', 'development', 'computational', 'geometry', 'discipline', 'progress', 'graphics', 'computeraided', 'design', 'manufacturing', 'cadcam', 'problems', 'computational', 'geometry', 'classical', 'nature', 'mathematical', 'visualization', 'applications', 'computational', 'geometry', 'include', 'robotics', 'motion', 'planning', 'visibility', 'problems', 'geographic', 'systems', 'gis', 'geometrical', 'location', 'search', 'route', 'planning', 'integrated', 'circuit', 'design', 'ic', 'geometry', 'design', 'verification', 'computeraided', 'engineering', 'cae', 'mesh', 'generation', 'vision', 'reconstruction', 'main', 'branches', 'computational', 'geometry', 'combinatorial', 'computational', 'geometry', 'called', 'algorithmic', 'geometry', 'deals', 'geometric', 'objects', 'discrete', 'entities', 'groundlaying', 'book', 'subject', 'preparata', 'shamos', 'dates', 'term', 'computational', 'geometry', 'sense', 'numerical', 'computational', 'geometry', 'called', 'machine', 'geometry', 'computeraided', 'geometric', 'design', 'cagd', 'geometric', 'modeling', 'deals', 'representing', 'realworld', 'objects', 'forms', 'suitable', 'computations', 'cadcam', 'systems', 'branch', 'development', 'descriptive', 'geometry', 'considered', 'branch', 'graphics', 'cad', 'term', 'computational', 'geometry', 'meaning', 'algorithms', 'computational', 'geometry', 'developed', 'developed', 'electronic', 'computers', 'algorithms', 'developed', 'unconventional', 'computers', 'optical', 'computers']"
743,387537,"In computer science, computational learning theory (or just learning theory) is a subfield of artificial intelligence devoted to studying the design and analysis of machine learning algorithms.

",Computational learning theory,0,1,"['science', 'computational', 'learning', 'theory', 'learning', 'theory', 'subfield', 'artificial', 'intelligence', 'devoted', 'studying', 'design', 'analysis', 'machine', 'learning', 'algorithms']"
744,5561,"Computational linguistics is an interdisciplinary field concerned with the computational modelling of natural language, as well as the study of appropriate computational approaches to linguistic questions. In general, computational linguistics draws upon linguistics, computer science, artificial intelligence, mathematics, logic, philosophy, cognitive science, cognitive psychology, psycholinguistics, anthropology and neuroscience, among others.",Computational linguistics,0,1,"['computational', 'linguistics', 'interdisciplinary', 'field', 'concerned', 'computational', 'modelling', 'natural', 'language', 'study', 'computational', 'approaches', 'linguistic', 'questions', 'general', 'computational', 'linguistics', 'draws', 'linguistics', 'science', 'artificial', 'intelligence', 'mathematics', 'logic', 'philosophy', 'cognitive', 'science', 'cognitive', 'psychology', 'psycholinguistics', 'anthropology', 'neuroscience']"
746,106418,"Computational physics is the study and implementation of numerical analysis to solve problems in physics for which a quantitative theory already exists. Historically, computational physics was the first application of modern computers in science, and is now a subset of computational science. It is sometimes regarded as a subdiscipline (or offshoot) of theoretical physics, but others consider it an intermediate branch between theoretical and experimental physics - an area of study which supplements both theory and experiment.",Computational physics,0,1,"['computational', 'physics', 'study', 'implementation', 'numerical', 'analysis', 'solve', 'problems', 'physics', 'quantitative', 'theory', 'exists', 'historically', 'computational', 'physics', 'application', 'modern', 'computers', 'science', 'subset', 'computational', 'science', 'regarded', 'subdiscipline', 'offshoot', 'theoretical', 'physics', 'intermediate', 'branch', 'theoretical', 'experimental', 'physics', 'area', 'study', 'supplements', 'theory', 'experiment']"
747,1181008,"Computational science, also known as scientific computing or scientific computation (SC), is a field in mathematics that uses advanced computing capabilities to understand and solve complex problems. It is an area of science that spans many disciplines, but at its core, it involves the development of models and simulations to understand natural systems.

Algorithms (numerical and non-numerical): mathematical models, computational models, and computer simulations developed to solve science (e.g., biological, physical, and social), engineering, and humanities problems
Computer hardware that develops and optimizes the advanced system hardware, firmware, networking, and data management components needed to solve computationally demanding problems
The computing infrastructure that supports both the science and engineering problem solving and the developmental computer and information scienceIn practical use, it is typically the application of computer simulation and other forms of computation from numerical analysis and theoretical computer science to solve problems in various scientific disciplines. The field is different from theory and laboratory experiments, which are the traditional forms of science and engineering. The scientific computing approach is to gain understanding through the analysis of mathematical models implemented on computers. Scientists and engineers develop computer programs and application software that model systems being studied and run these programs with various sets of input parameters. The essence of computational science is the application of numerical algorithms and computational mathematics. In some cases, these models require massive amounts of calculations (usually floating-point) and are often executed on supercomputers or distributed computing platforms.",Computational science,0,1,"['computational', 'science', 'scientific', 'computing', 'scientific', 'computation', 'sc', 'field', 'mathematics', 'advanced', 'computing', 'capabilities', 'understand', 'solve', 'complex', 'problems', 'area', 'science', 'spans', 'disciplines', 'core', 'involves', 'development', 'models', 'simulations', 'understand', 'natural', 'systems', 'algorithms', 'numerical', 'nonnumerical', 'mathematical', 'models', 'computational', 'models', 'simulations', 'developed', 'solve', 'science', 'biological', 'physical', 'social', 'engineering', 'humanities', 'problems', 'hardware', 'develops', 'optimizes', 'advanced', 'hardware', 'firmware', 'networking', 'data', 'management', 'components', 'needed', 'solve', 'computationally', 'demanding', 'problems', 'computing', 'infrastructure', 'supports', 'science', 'engineering', 'problem', 'solving', 'developmental', 'sciencein', 'practical', 'typically', 'application', 'simulation', 'forms', 'computation', 'numerical', 'analysis', 'theoretical', 'science', 'solve', 'problems', 'scientific', 'disciplines', 'field', 'theory', 'laboratory', 'experiments', 'traditional', 'forms', 'science', 'engineering', 'scientific', 'computing', 'approach', 'gain', 'understanding', 'analysis', 'mathematical', 'models', 'implemented', 'computers', 'scientists', 'engineers', 'develop', 'programs', 'application', 'software', 'model', 'systems', 'studied', 'programs', 'sets', 'input', 'parameters', 'essence', 'computational', 'science', 'application', 'numerical', 'algorithms', 'computational', 'mathematics', 'cases', 'models', 'require', 'massive', 'amounts', 'calculations', 'floatingpoint', 'executed', 'supercomputers', 'distributed', 'computing', 'platforms']"
